condition,generation,acc_all,acc_head,acc_tail,diversity_entropy,median_surprisal_test,p10_surprisal_test,p90_surprisal_test,n_synth_filtered,n_synth_accumulated,synthetic_label_error,agreement_rate
K_diverse_ensemble_no_accumulate_seed22,0,0.56,0.6094017094017095,0.4436241610738255,,0.9544645991931753,0.42209798558187983,1.2674265293922287,0,0,,
K_diverse_ensemble_no_accumulate_seed22,1,0.5526,0.6021367521367521,0.43590604026845636,0.25476619210656065,0.9759156924927757,0.37155280690845693,1.2810166004967756,536,536,0.0,0.5067
K_diverse_ensemble_no_accumulate_seed22,2,0.5563,0.6078347578347578,0.4348993288590604,0.30841873568442363,0.9706991359565618,0.31976456701897754,1.2757963958617413,551,551,0.0018148820326678765,0.5038
K_diverse_ensemble_no_accumulate_seed22,3,0.5477,0.5987179487179487,0.42751677852348996,0.4065820843501172,0.9548289337805793,0.3055850693235416,1.2844615647103361,582,582,0.010309278350515464,0.50745
K_diverse_ensemble_no_accumulate_seed22,4,0.5473,0.6007122507122508,0.4214765100671141,0.4598947979224459,0.9522451873573221,0.2871904997710458,1.2742013058772916,600,600,0.008333333333333333,0.5054
K_diverse_ensemble_no_accumulate_seed22,5,0.5497,0.5998575498575499,0.43154362416107384,0.45304953373552453,0.9527265172095805,0.28477816407815176,1.2659879094843633,594,594,0.025252525252525252,0.49975
K_diverse_ensemble_no_accumulate_seed22,6,0.5524,0.6032763532763533,0.4325503355704698,0.4785519001523335,0.9568130763296192,0.2917100261771048,1.2714605752727028,600,600,0.03333333333333333,0.5016
K_diverse_ensemble_no_accumulate_seed22,7,0.5472,0.5977207977207977,0.42818791946308726,0.5251325182453721,0.9534993475634693,0.2790538798745552,1.267932695634929,623,623,0.01765650080256822,0.495
K_diverse_ensemble_no_accumulate_seed22,8,0.5446,0.5964387464387464,0.4224832214765101,0.47791000489735924,0.9339437346166335,0.2603400354910095,1.2609894885953283,613,613,0.03915171288743882,0.49375
K_diverse_ensemble_no_accumulate_seed22,9,0.5514,0.6004273504273504,0.43590604026845636,0.4677830698909572,0.9702928490266602,0.28423908702248013,1.2888753539459759,608,608,0.024671052631578948,0.5002
K_diverse_ensemble_no_accumulate_seed22,10,0.5468,0.5977207977207977,0.4268456375838926,0.47293627983259195,0.9582260853297622,0.2806320758534667,1.2732943140317763,606,606,0.0297029702970297,0.5007
K_diverse_ensemble_no_accumulate_seed22,11,0.5498,0.6044159544159544,0.4211409395973154,0.47791000489735924,0.9585665713407845,0.2870931828880777,1.284456856629111,613,613,0.03262642740619902,0.5052
K_diverse_ensemble_no_accumulate_seed22,12,0.5443,0.5938746438746438,0.42751677852348996,0.45717236256474036,0.9715964720234417,0.26169336495173195,1.2852694037479755,603,603,0.03648424543946932,0.5027
K_diverse_ensemble_no_accumulate_seed22,13,0.5495,0.6001424501424502,0.4302013422818792,0.5157483512735257,0.9547879391863205,0.27316147969295895,1.2777301520747815,634,634,0.04258675078864353,0.4927
K_diverse_ensemble_no_accumulate_seed22,14,0.5476,0.5968660968660968,0.43154362416107384,0.5021689501923763,0.9631428013661789,0.2695767566272033,1.2791424974471004,626,626,0.04313099041533546,0.494
K_diverse_ensemble_no_accumulate_seed22,15,0.5488,0.6021367521367521,0.4231543624161074,0.4812278614691561,0.9533916855821406,0.28582931175961457,1.2766806413492084,610,610,0.03934426229508197,0.4944
K_diverse_ensemble_no_accumulate_seed22,16,0.5506,0.600997150997151,0.4318791946308725,0.49132744844852216,0.954512891044798,0.2930097731772466,1.2769921248879734,620,620,0.037096774193548385,0.49995
K_diverse_ensemble_no_accumulate_seed22,17,0.5504,0.6021367521367521,0.4285234899328859,0.52667290061486,0.958731743575082,0.28406522951842594,1.2858516324696116,635,635,0.026771653543307086,0.4992
K_diverse_ensemble_no_accumulate_seed22,18,0.5482,0.5984330484330485,0.4298657718120805,0.49861997838967054,0.9538054395889228,0.27673731270385865,1.2800444035315273,624,624,0.035256410256410256,0.4868
K_diverse_ensemble_no_accumulate_seed22,19,0.5472,0.5964387464387464,0.4312080536912752,0.4875809576206676,0.963341513858237,0.29377496568334444,1.269890917117792,618,618,0.02912621359223301,0.49705
K_diverse_ensemble_no_accumulate_seed22,20,0.55,0.6021367521367521,0.42718120805369125,0.5043312418868201,0.9628034929704835,0.28497059443991984,1.2726181104835392,622,622,0.027331189710610933,0.4968
