condition,generation,acc_all,acc_head,acc_tail,diversity_entropy,median_surprisal_test,p10_surprisal_test,p90_surprisal_test,n_synth_filtered,synthetic_label_error
C_goldilocks_weak_seed8,0,0.5625,0.6032763532763533,0.4664429530201342,,0.8567834645901004,0.3664911015650646,1.1978983532140843,0,
C_goldilocks_weak_seed8,1,0.5666,0.6075498575498576,0.47013422818791945,2.119290587803295,0.478035800941387,0.15958206982329215,0.8794767587490292,12000,0.46575
C_goldilocks_weak_seed8,2,0.565,0.6044159544159544,0.4721476510067114,2.1327424915856885,0.446287102626857,0.13067832364097667,0.8498009906029831,12112,0.43915125495376484
C_goldilocks_weak_seed8,3,0.5478,0.5897435897435898,0.448993288590604,2.1370232255978774,0.41551544396015067,0.11934675763143951,0.8324092478911541,12103,0.450466826406676
C_goldilocks_weak_seed8,4,0.5539,0.5935897435897436,0.4604026845637584,2.1368185992368507,0.40421588870623437,0.11653381625482795,0.8209805520675575,12100,0.460495867768595
C_goldilocks_weak_seed8,5,0.5401,0.5849002849002849,0.43456375838926176,2.1351394688504906,0.3930425881081257,0.11372876532722254,0.8266785731821823,12133,0.46995796587818345
C_goldilocks_weak_seed8,6,0.5358,0.5814814814814815,0.42818791946308726,2.1239332962054798,0.37833644071845185,0.11093156070616436,0.8266785731821823,12063,0.47343115311282435
C_goldilocks_weak_seed8,7,0.5321,0.5774928774928775,0.42516778523489934,2.1281284089402708,0.3746934494399562,0.09982033528110595,0.8209805520675575,12078,0.4783904619970194
C_goldilocks_weak_seed8,8,0.5319,0.5792022792022792,0.4204697986577181,2.1311367413312974,0.3602527652851827,0.1025865887739931,0.8096809968136497,12048,0.4800796812749004
C_goldilocks_weak_seed8,9,0.5215,0.564957264957265,0.4191275167785235,2.140314755501329,0.34955747616845007,0.1025865887739931,0.7874578600289889,12064,0.481763925729443
C_goldilocks_weak_seed8,10,0.5292,0.5717948717948718,0.42885906040268457,2.1181416201847725,0.33198233134696714,0.09156719352439464,0.7929675158399463,12159,0.49082983798009705
C_goldilocks_weak_seed8,11,0.5282,0.5700854700854701,0.42953020134228187,2.1313729887504436,0.34955747616845007,0.09706171284202933,0.7929675158399463,12163,0.4898462550357642
C_goldilocks_weak_seed8,12,0.5223,0.5665242165242165,0.4181208053691275,2.109866783559797,0.33897536683792795,0.09706171284202933,0.7985076962155494,12021,0.49945927959404374
C_goldilocks_weak_seed8,13,0.515,0.5605413105413105,0.4077181208053691,2.1463154616255977,0.33547273628673085,0.08338160893796408,0.7929675158399463,12040,0.4839700996677741
C_goldilocks_weak_seed8,14,0.5107,0.5582621082621083,0.39865771812080536,2.1153866592959814,0.3285040669706472,0.08066790306637082,0.7929675158399463,12033,0.4997091332169866
C_goldilocks_weak_seed8,15,0.5112,0.5609686609686609,0.3939597315436242,2.1314264534419545,0.32158362412608305,0.08883121370552283,0.7765287894968225,12081,0.5031040476781723
C_goldilocks_weak_seed8,16,0.5035,0.5537037037037037,0.38523489932885907,2.131358519926393,0.2943710606012353,0.07526248449946872,0.7550225842759052,12018,0.5055749708770179
C_goldilocks_weak_seed8,17,0.5008,0.5502849002849003,0.38422818791946306,2.10959145601519,0.3078847797679399,0.07796154146863075,0.771108722027495,12087,0.5170017374038223
C_goldilocks_weak_seed8,18,0.5022,0.5518518518518518,0.38523489932885907,2.1400596048357396,0.3044891907668062,0.07796154146863075,0.7603559302512564,12083,0.5142762558967144
C_goldilocks_weak_seed8,19,0.5024,0.5508547008547009,0.388255033557047,2.115859331299442,0.31471074483833045,0.08883121370552283,0.771108722027495,12045,0.5178912411789124
C_goldilocks_weak_seed8,20,0.5039,0.5502849002849003,0.3946308724832215,2.1213708304536842,0.31129193808954947,0.07796154146863075,0.771108722027495,12110,0.5256812551610239
