condition,generation,acc_all,acc_head,acc_tail,diversity_entropy,median_surprisal_test,p10_surprisal_test,p90_surprisal_test,n_synth_filtered,synthetic_label_error
A_no_filter_weak_seed14,0,0.5625,0.6032763532763533,0.4664429530201342,,0.8567834645901005,0.3664911015650646,1.1978983532140843,0,
A_no_filter_weak_seed14,1,0.5673,0.6131054131054131,0.4593959731543624,2.161686943548093,0.4984031037657874,0.12783337150874854,0.8734707346888317,20000,0.42335
A_no_filter_weak_seed14,2,0.5659,0.614957264957265,0.45033557046979866,2.153452237649305,0.45020100194798734,0.11372876532722254,0.8498009906029831,20000,0.42505
A_no_filter_weak_seed14,3,0.5596,0.6071225071225071,0.4476510067114094,2.15593378665816,0.446287102626857,0.11093156070616436,0.8498009906029831,20000,0.4222
A_no_filter_weak_seed14,4,0.5595,0.6123931623931624,0.4348993288590604,2.154953085939174,0.4346364854068999,0.11093156070616436,0.8324092478911541,20000,0.43055
A_no_filter_weak_seed14,5,0.5551,0.6081196581196581,0.4302013422818792,2.147980299400954,0.4193105149286966,0.10230996342470464,0.8209805520675575,20000,0.4308
A_no_filter_weak_seed14,6,0.5453,0.5982905982905983,0.4204697986577181,2.1464116192775275,0.40796823832477913,0.09982033528110595,0.815314814531893,20000,0.4408
A_no_filter_weak_seed14,7,0.541,0.5944444444444444,0.41510067114093957,2.1474842659799385,0.4117347211202504,0.09706171284202933,0.815314814531893,20000,0.43905
A_no_filter_weak_seed14,8,0.5444,0.6001424501424502,0.41308724832214766,2.1383420228827132,0.41551544396015067,0.09431067947014242,0.8324092478911541,20000,0.44505
A_no_filter_weak_seed14,9,0.54,0.5943019943019943,0.4120805369127517,2.150107485451017,0.4004775665956327,0.09156719352439464,0.8266785731821823,20000,0.4442
A_no_filter_weak_seed14,10,0.5359,0.5901709401709402,0.4080536912751678,2.140988208521493,0.3930425881081257,0.09156719352439464,0.815314814531893,20000,0.44935
A_no_filter_weak_seed14,11,0.5372,0.591025641025641,0.4104026845637584,2.1473924403420517,0.38934572622680513,0.08610269905232185,0.8209805520675575,20000,0.45675
A_no_filter_weak_seed14,12,0.5326,0.584045584045584,0.41140939597315435,2.1427794794813386,0.3930425881081257,0.09156719352439464,0.815314814531893,20000,0.4648
A_no_filter_weak_seed14,13,0.5351,0.588034188034188,0.4104026845637584,2.1485185715891717,0.38934572622680513,0.08610269905232185,0.8040787412649923,20000,0.45745
A_no_filter_weak_seed14,14,0.5419,0.5935897435897436,0.42013422818791946,2.1500845063320075,0.4004775665956327,0.09431067947014242,0.8040787412649923,20000,0.4605
A_no_filter_weak_seed14,15,0.5385,0.5918803418803419,0.412751677852349,2.144880926747081,0.3930425881081257,0.09156719352439464,0.8209805520675575,20000,0.45515
A_no_filter_weak_seed14,16,0.5315,0.5821937321937322,0.4120805369127517,2.144989769631486,0.38199275192155707,0.09706171284202933,0.815314814531893,20000,0.4601
A_no_filter_weak_seed14,17,0.5278,0.5796296296296296,0.40570469798657716,2.153152513008591,0.3875041035186596,0.08883121370552283,0.8209805520675575,20000,0.4663
A_no_filter_weak_seed14,18,0.5317,0.5801994301994302,0.4174496644295302,2.1466000487820223,0.37833644071845185,0.08066790306637082,0.8209805520675575,20000,0.4632
A_no_filter_weak_seed14,19,0.5373,0.5833333333333334,0.42885906040268457,2.1415113935624377,0.38934572622680513,0.08338160893796408,0.815314814531893,20000,0.4651
A_no_filter_weak_seed14,20,0.5339,0.5841880341880342,0.4154362416107383,2.1361820728085936,0.39675316750465595,0.08883121370552283,0.8096809968136497,20000,0.46845
