condition,generation,acc_all,acc_head,acc_tail,diversity_entropy,median_surprisal_test,p10_surprisal_test,p90_surprisal_test,n_synth_filtered,synthetic_label_error
A_no_filter_weak_seed12,0,0.5625,0.6032763532763533,0.4664429530201342,,0.8567834645901004,0.3664911015650646,1.1978983532140843,0,
A_no_filter_weak_seed12,1,0.5633,0.6054131054131054,0.4640939597315436,2.1602621338323913,0.5066676136156673,0.12783337150874854,0.8915981192813447,20000,0.43265
A_no_filter_weak_seed12,2,0.5705,0.6129629629629629,0.4704697986577181,2.153930031541762,0.478035800941387,0.13067832364097667,0.8734707346888317,20000,0.43585
A_no_filter_weak_seed12,3,0.5745,0.6217948717948718,0.46308724832214765,2.153607354024453,0.4660116079746046,0.11372876532722254,0.8794767587490292,20000,0.4205
A_no_filter_weak_seed12,4,0.5624,0.6116809116809117,0.4463087248322148,2.15046224090724,0.4620354595949714,0.11372876532722254,0.8556661100553674,20000,0.4188
A_no_filter_weak_seed12,5,0.5668,0.6148148148148148,0.45369127516778524,2.1583501932162967,0.446287102626857,0.10536051565671518,0.8381729526078909,20000,0.4277
A_no_filter_weak_seed12,6,0.5583,0.6051282051282051,0.44798657718120805,2.153127835931355,0.44238846221120587,0.10814215861858897,0.8381729526078909,20000,0.43185
A_no_filter_weak_seed12,7,0.5564,0.6081196581196581,0.43456375838926176,2.1465338353866374,0.4231200433453584,0.09982033528110595,0.8324092478911541,20000,0.4389
A_no_filter_weak_seed12,8,0.5525,0.6037037037037037,0.4318791946308725,2.147157958235662,0.41551544396015067,0.10814215861858897,0.8209805520675575,20000,0.4427
A_no_filter_weak_seed12,9,0.5487,0.6011396011396012,0.42516778523489934,2.146281457058919,0.40421588870623437,0.09706171284202933,0.8324092478911541,20000,0.4417
A_no_filter_weak_seed12,10,0.5407,0.594017094017094,0.41510067114093957,2.1407761436448967,0.4004775665956327,0.09982033528110595,0.815314814531893,20000,0.4507
A_no_filter_weak_seed12,11,0.5349,0.5864672364672364,0.4134228187919463,2.139092698888012,0.40421588870623437,0.09431067947014242,0.8266785731821823,20000,0.45305
A_no_filter_weak_seed12,12,0.5369,0.594017094017094,0.4023489932885906,2.139438938124872,0.4117347211202504,0.09982033528110595,0.8266785731821823,20000,0.4555
A_no_filter_weak_seed12,13,0.5327,0.591025641025641,0.3953020134228188,2.1386209843788033,0.3930425881081257,0.09431067947014242,0.8209805520675575,20000,0.46565
A_no_filter_weak_seed12,14,0.5314,0.5905982905982906,0.3919463087248322,2.139147587713105,0.3746934494399562,0.09156719352439464,0.815314814531893,20000,0.4544
A_no_filter_weak_seed12,15,0.5322,0.588034188034188,0.4006711409395973,2.134398251292195,0.37833644071845185,0.08610269905232185,0.8209805520675575,20000,0.4592
A_no_filter_weak_seed12,16,0.5313,0.5874643874643874,0.398993288590604,2.13606821029573,0.385662480810514,0.09982033528110595,0.8209805520675575,20000,0.46315
A_no_filter_weak_seed12,17,0.5331,0.5931623931623932,0.39161073825503356,2.1393680338540277,0.38199275192155707,0.09431067947014242,0.8096809968136497,20000,0.456
A_no_filter_weak_seed12,18,0.532,0.5898860398860399,0.39563758389261744,2.1364528778934955,0.3674470409191995,0.08883121370552283,0.7985076962155494,20000,0.4649
A_no_filter_weak_seed12,19,0.5289,0.5866096866096866,0.39295302013422817,2.134645779849823,0.385662480810514,0.08338160893796408,0.8209805520675575,20000,0.4649
A_no_filter_weak_seed12,20,0.5269,0.5888888888888889,0.3808724832214765,2.138094182600214,0.38199275192155707,0.08610269905232185,0.815314814531893,20000,0.4667
