condition,generation,acc_all,acc_head,acc_tail,diversity_entropy,median_surprisal_test,p10_surprisal_test,p90_surprisal_test,n_synth_filtered,synthetic_label_error
C_goldilocks_weak_seed21,0,0.5625,0.6032763532763533,0.4664429530201342,,0.8567834645901005,0.3664911015650646,1.1978983532140843,0,
C_goldilocks_weak_seed21,1,0.5716,0.6115384615384616,0.47751677852348995,2.129308798587772,0.4740116506416679,0.16841865162377984,0.8734707346888317,12000,0.4671666666666667
C_goldilocks_weak_seed21,2,0.5632,0.6065527065527065,0.4610738255033557,2.1334915586903604,0.44238846221120587,0.1221676339730776,0.8439700702922034,12044,0.43490534706077716
C_goldilocks_weak_seed21,3,0.5566,0.6047008547008547,0.44328859060402687,2.1153453171655263,0.41551544396015067,0.13067832364097667,0.8209805520675575,12141,0.4526809982703237
C_goldilocks_weak_seed21,4,0.5525,0.5965811965811966,0.44865771812080535,2.130284969465716,0.4004775665956327,0.11934675763143951,0.8266785731821823,12117,0.45836428158785175
C_goldilocks_weak_seed21,5,0.5409,0.5811965811965812,0.4459731543624161,2.121856051415867,0.385662480810514,0.10536051565671518,0.8209805520675575,12096,0.45775462962962965
C_goldilocks_weak_seed21,6,0.5349,0.577065527065527,0.4355704697986577,2.125184713252913,0.37833644071845185,0.09431067947014242,0.8266785731821823,12070,0.4664457332228666
C_goldilocks_weak_seed21,7,0.5359,0.5787749287749288,0.4348993288590604,2.1158495293080337,0.3602527652851827,0.09982033528110595,0.8096809968136497,12086,0.48312096640741353
C_goldilocks_weak_seed21,8,0.5258,0.5712250712250713,0.41879194630872485,2.138195284853748,0.3566749439373039,0.09706171284202933,0.8209805520675575,12078,0.47863884749130653
C_goldilocks_weak_seed21,9,0.5281,0.5710826210826211,0.4268456375838926,2.1223985954551035,0.3531098777728127,0.09982033528110595,0.8096809968136497,12120,0.4886963696369637
C_goldilocks_weak_seed21,10,0.522,0.5655270655270656,0.41946308724832215,2.1233730477388026,0.33897536683792795,0.09156719352439464,0.8040787412649923,12084,0.4823733862959285
C_goldilocks_weak_seed21,11,0.5204,0.5645299145299145,0.41644295302013423,2.12859091930035,0.33547273628673085,0.08883121370552283,0.7874578600289889,12119,0.4970707154055615
C_goldilocks_weak_seed21,12,0.5172,0.5628205128205128,0.4097315436241611,2.10604323737196,0.33547273628673085,0.08610269905232185,0.8096809968136497,12070,0.5018227009113505
C_goldilocks_weak_seed21,13,0.515,0.5592592592592592,0.41073825503355704,2.1305543051247238,0.33198233134696714,0.08610269905232185,0.7765287894968225,12105,0.5018587360594795
C_goldilocks_weak_seed21,14,0.5146,0.5596866096866097,0.4083892617449664,2.1345343403596906,0.32158362412608305,0.083110238350805,0.7819783942643752,12045,0.4991282689912827
C_goldilocks_weak_seed21,15,0.5107,0.5548433048433048,0.40671140939597317,2.106393457653914,0.3250378589941657,0.083110238350805,0.7929675158399463,12084,0.5081098973849718
C_goldilocks_weak_seed21,16,0.5026,0.5403133903133903,0.41375838926174496,2.1185936832969356,0.3011050927825703,0.07796154146863075,0.7765287894968225,12092,0.5074429374793252
C_goldilocks_weak_seed21,17,0.5001,0.5413105413105413,0.40302013422818794,2.1215392857275863,0.3044891907668062,0.08338160893796408,0.7765287894968225,12054,0.5082130413140866
C_goldilocks_weak_seed21,18,0.5028,0.5403133903133903,0.41442953020134227,2.1268745492858376,0.3044891907668062,0.08066790306637082,0.7765287894968225,12101,0.5159904140153706
C_goldilocks_weak_seed21,19,0.5006,0.5405982905982906,0.4063758389261745,2.1065960592126354,0.31129193808954947,0.08610269905232185,0.7819783942643752,12065,0.5202652300041443
C_goldilocks_weak_seed21,20,0.5021,0.5424501424501424,0.4070469798657718,2.1112682510857033,0.3078847797679399,0.08039726690659707,0.7929675158399463,12134,0.5173067413878358
