condition,generation,acc_all,acc_head,acc_tail,diversity_entropy,median_surprisal_test,p10_surprisal_test,p90_surprisal_test,n_synth_filtered,synthetic_label_error
B_high_surprisal_weak_seed13,0,0.5625,0.6032763532763533,0.4664429530201342,,0.8567834645901005,0.3664911015650646,1.1978983532140843,0,
B_high_surprisal_weak_seed13,1,0.568,0.613960113960114,0.4597315436241611,2.006915405057856,0.6069694843170581,0.23572233351980404,0.9225603448852348,6000,0.5901666666666666
B_high_surprisal_weak_seed13,2,0.5819,0.6287749287749288,0.4714765100671141,2.1148853956502633,0.6023928172896548,0.24207156119845472,0.9288695140784835,6063,0.5395018967507834
B_high_surprisal_weak_seed13,3,0.5912,0.6423076923076924,0.4708053691275168,2.10669002887351,0.5842927756460695,0.23572233351980404,0.9100601821210346,6072,0.5387022397891963
B_high_surprisal_weak_seed13,4,0.5832,0.6407407407407407,0.4476510067114094,2.1041582004991826,0.5887871652339007,0.23889190828107915,0.9038682118731287,6007,0.5363742300649242
B_high_surprisal_weak_seed13,5,0.5923,0.6433048433048433,0.4721476510067114,2.0797043648128364,0.5887871652339007,0.23572233351980404,0.8915981192813447,6019,0.5356371490280778
B_high_surprisal_weak_seed13,6,0.5853,0.6349002849002849,0.4684563758389262,2.0998902789119396,0.5820556354486129,0.25489224962749973,0.8855190732049772,6005,0.5210657785179017
B_high_surprisal_weak_seed13,7,0.5904,0.6370370370370371,0.48053691275167787,2.070865399649302,0.5842927756460695,0.24846135929721758,0.8915981192813447,6070,0.5303130148270181
B_high_surprisal_weak_seed13,8,0.5908,0.6423076923076924,0.46946308724832214,2.1083171777112506,0.5842927756460695,0.22941316432654726,0.8977143462987658,6002,0.5296567810729756
B_high_surprisal_weak_seed13,9,0.5838,0.6354700854700854,0.4620805369127517,2.0590253892713797,0.5753641449017841,0.2325627732294396,0.8794767587490292,6114,0.5237160614982008
B_high_surprisal_weak_seed13,10,0.593,0.6508547008547009,0.45671140939597316,2.1046131798495185,0.5933018455884193,0.24526135656655088,0.8977143462987658,6079,0.5211383451225531
B_high_surprisal_weak_seed13,11,0.5985,0.6508547008547009,0.47516778523489933,2.0845646669198725,0.5798184952511564,0.22627344432188354,0.8915981192813447,6014,0.5093116062520785
B_high_surprisal_weak_seed13,12,0.5844,0.6358974358974359,0.46308724832214765,2.092452984613088,0.5709295478339264,0.23572233351980404,0.8734707346888317,6118,0.5328538738149722
B_high_surprisal_weak_seed13,13,0.5828,0.6347578347578348,0.4604026845637584,2.072986534401348,0.5665145296248172,0.22941316432654726,0.8794767587490292,6018,0.5265869059488202
B_high_surprisal_weak_seed13,14,0.592,0.6527065527065528,0.448993288590604,2.07791470033834,0.5753641449017841,0.24526135656655088,0.8855190732049772,6058,0.5274017827665897
B_high_surprisal_weak_seed13,15,0.5818,0.6331908831908832,0.46073825503355703,2.1181716524061325,0.5753641449017841,0.21691300156233143,0.8915981192813447,6098,0.5247622171203673
B_high_surprisal_weak_seed13,16,0.575,0.6336182336182337,0.4369127516778524,2.0560662703477806,0.5753641449017841,0.24207156119845472,0.8977143462987658,6087,0.5347461803844258
B_high_surprisal_weak_seed13,17,0.5783,0.6393162393162393,0.43456375838926176,2.10156140863631,0.5753641449017841,0.24526135656655088,0.8861269778126162,6037,0.5260891171111479
B_high_surprisal_weak_seed13,18,0.5852,0.6414529914529915,0.4526845637583893,2.0709991829477445,0.5753641449017841,0.23572233351980404,0.8977143462987658,6005,0.5433805162364697
B_high_surprisal_weak_seed13,19,0.5761,0.6327635327635328,0.4426174496644295,2.08881963977105,0.5798184952511564,0.24207156119845472,0.8855190732049772,6007,0.5345430331280173
B_high_surprisal_weak_seed13,20,0.5719,0.6254985754985755,0.44563758389261743,2.067801889742299,0.5798184952511564,0.2325627732294396,0.8794767587490292,6008,0.5274633821571239
