condition,generation,acc_all,acc_head,acc_tail,diversity_entropy,median_surprisal_test,p10_surprisal_test,p90_surprisal_test,n_synth_filtered,n_synth_accumulated,synthetic_label_error,agreement_rate
J_ensemble_naive_seed4,0,0.5593,0.6088319088319089,0.4426174496644295,,0.9788709944119156,0.4274419330312751,1.2950782772406728,0,0,,
J_ensemble_naive_seed4,1,0.5248,0.5722222222222222,0.41308724832214766,2.130234632321054,0.5770743056660564,0.1562650218589489,0.9641830335765114,5000,5000,0.433,0.50235
J_ensemble_naive_seed4,2,0.5025,0.5498575498575499,0.39093959731543626,2.1147632703802737,0.4257208190464728,0.10498475256363217,0.8447380856595964,5000,10000,0.471,0.71365
J_ensemble_naive_seed4,3,0.4944,0.545014245014245,0.37516778523489935,2.1081837660389255,0.33609523869455926,0.08030588451629486,0.7656371255187934,5000,15000,0.4996,0.7708
J_ensemble_naive_seed4,4,0.4891,0.5413105413105413,0.3661073825503356,2.1115881073616145,0.2796179648291861,0.07121358469464581,0.7178407095434733,5000,20000,0.5092,0.79535
J_ensemble_naive_seed4,5,0.4828,0.535042735042735,0.3597315436241611,2.101449735201033,0.25066668707764816,0.061393326585097246,0.6775317603231932,5000,25000,0.5198,0.81295
J_ensemble_naive_seed4,6,0.4823,0.5347578347578348,0.3587248322147651,2.097456654239536,0.22666314117793535,0.06103333881667379,0.6455634341546976,5000,30000,0.5182,0.8258
J_ensemble_naive_seed4,7,0.4776,0.5304843304843305,0.3530201342281879,2.099716353118809,0.201785128279617,0.05231239590112929,0.6169274536077937,5000,35000,0.521,0.82985
J_ensemble_naive_seed4,8,0.4733,0.5264957264957265,0.34798657718120807,2.1048166496955516,0.1892119944498322,0.05294491018724242,0.5863333909085618,5000,40000,0.5322,0.8393
J_ensemble_naive_seed4,9,0.4743,0.527920227920228,0.34798657718120807,2.0928600170004743,0.1814809436035396,0.04868859098117602,0.5695730262642196,5000,45000,0.5228,0.84865
J_ensemble_naive_seed4,10,0.472,0.5257834757834757,0.3453020134228188,2.093238726862456,0.16985063538928222,0.0431974027595141,0.5448559581622127,5000,50000,0.532,0.8526
J_ensemble_naive_seed4,11,0.4718,0.5253561253561253,0.34563758389261745,2.107146121633541,0.16510617756773885,0.04571569537232999,0.5439313542032418,5000,50000,0.537,0.85095
J_ensemble_naive_seed4,12,0.4693,0.5227920227920227,0.34328859060402683,2.095341755893963,0.15314452956367625,0.04828027412265394,0.5263314252645394,5000,50000,0.5268,0.8544
J_ensemble_naive_seed4,13,0.4661,0.5200854700854701,0.3389261744966443,2.1018801221329313,0.15663708477723845,0.048146383846701904,0.5162402317677074,5000,50000,0.5316,0.8573
J_ensemble_naive_seed4,14,0.466,0.5198005698005698,0.33926174496644296,2.0889907537357755,0.1534855474057057,0.04437918336061984,0.5003141967807235,5000,50000,0.535,0.85975
J_ensemble_naive_seed4,15,0.4649,0.5189458689458689,0.33758389261744964,2.0907679645456554,0.1475359638323232,0.05200901990520624,0.49625614033373777,5000,50000,0.5238,0.85875
J_ensemble_naive_seed4,16,0.4637,0.5173789173789174,0.337248322147651,2.097345116916874,0.14248253273406292,0.042970008634354136,0.4907077130565124,5000,50000,0.5426,0.8637
J_ensemble_naive_seed4,17,0.4626,0.5162393162393163,0.33624161073825504,2.0978896236442397,0.13779169445524553,0.04274183145761754,0.476150996748574,5000,50000,0.5286,0.8614
J_ensemble_naive_seed4,18,0.4621,0.5152421652421653,0.33691275167785234,2.09022566075199,0.1322098283611034,0.04352780217678798,0.47046468949910897,5000,50000,0.5444,0.8643
J_ensemble_naive_seed4,19,0.4603,0.513960113960114,0.3338926174496644,2.09893565552427,0.13308775043837043,0.043545442080413006,0.45048450990084654,5000,50000,0.5448,0.8709
J_ensemble_naive_seed4,20,0.4596,0.5135327635327636,0.3325503355704698,2.1103965870053765,0.13690009154605692,0.03790796681046188,0.44434617833185525,5000,50000,0.544,0.8729
