condition,generation,acc_all,acc_head,acc_tail,diversity_entropy,median_surprisal_test,p10_surprisal_test,p90_surprisal_test,n_synth_filtered,synthetic_label_error
B_high_surprisal_weak_seed9,0,0.5625,0.6032763532763533,0.4664429530201342,,0.8567834645901004,0.3664911015650646,1.1978983532140843,0,
B_high_surprisal_weak_seed9,1,0.5758,0.6226495726495727,0.46543624161073827,2.0191755734626495,0.6115671935656792,0.24846135929721758,0.9352187417571262,6000,0.5828333333333333
B_high_surprisal_weak_seed9,2,0.5773,0.6236467236467237,0.46812080536912754,2.130695682505341,0.5933018455884193,0.2325627732294396,0.9231912618045619,6089,0.5493512892100509
B_high_surprisal_weak_seed9,3,0.5877,0.6393162393162393,0.46610738255033557,2.0813110493120437,0.5842927756460695,0.24526135656655088,0.8977143462987658,6099,0.5569765535333662
B_high_surprisal_weak_seed9,4,0.5946,0.6507122507122507,0.46241610738255035,2.0985387814150944,0.5887871652339007,0.2325627732294396,0.8977143462987658,6047,0.5358028774598975
B_high_surprisal_weak_seed9,5,0.5949,0.6528490028490028,0.45838926174496647,2.08215032126605,0.5798184952511564,0.24846135929721758,0.8977143462987658,6074,0.5429700362199539
B_high_surprisal_weak_seed9,6,0.591,0.6465811965811966,0.46006711409395973,2.113715433041727,0.5798184952511564,0.23224781233915065,0.8915981192813447,6092,0.5334865397242285
B_high_surprisal_weak_seed9,7,0.5943,0.6511396011396011,0.4604026845637584,2.0895762679877077,0.5709295478339264,0.23889190828107915,0.8915981192813447,6038,0.5243458098708181
B_high_surprisal_weak_seed9,8,0.5905,0.64002849002849,0.4738255033557047,2.0949034823015356,0.5753641449017841,0.24526135656655088,0.8855190732049772,6088,0.5252956636005256
B_high_surprisal_weak_seed9,9,0.5821,0.6361823361823362,0.4546979865771812,2.1027606406942936,0.5753641449017841,0.24526135656655088,0.8794767587490292,6049,0.5255414118036039
B_high_surprisal_weak_seed9,10,0.5781,0.6309116809116809,0.45369127516778524,2.102741044174775,0.5753641449017841,0.23572233351980404,0.8915981192813447,6010,0.5261231281198003
B_high_surprisal_weak_seed9,11,0.5825,0.6327635327635328,0.4640939597315436,2.088869034825856,0.5709295478339264,0.22941316432654726,0.8794767587490292,6149,0.5407383314360058
B_high_surprisal_weak_seed9,12,0.5778,0.6259259259259259,0.46442953020134226,2.084851068335405,0.5753641449017841,0.23889190828107915,0.8734707346888317,6006,0.5234765234765235
B_high_surprisal_weak_seed9,13,0.5744,0.622079772079772,0.4620805369127517,2.112752000085485,0.5753641449017841,0.24175359590671744,0.8915981192813447,6108,0.5381466928618206
B_high_surprisal_weak_seed9,14,0.5835,0.6363247863247863,0.4590604026845638,2.0771099286750965,0.5709295478339264,0.22314355131295974,0.8855190732049772,6083,0.5263850073976656
B_high_surprisal_weak_seed9,15,0.5814,0.6339031339031339,0.4577181208053691,2.0870212310465055,0.5709295478339264,0.23572233351980404,0.8794767587490292,6016,0.527094414893617
B_high_surprisal_weak_seed9,16,0.5848,0.6458689458689458,0.44093959731543625,2.060295139103691,0.5621189181517869,0.22941316432654726,0.8615658321825417,6070,0.5388797364085667
B_high_surprisal_weak_seed9,17,0.5876,0.6421652421652422,0.4590604026845638,2.1049623163359894,0.5577425435519956,0.22314355131295974,0.8734707346888317,6063,0.5243278904832591
B_high_surprisal_weak_seed9,18,0.5942,0.6462962962962963,0.4714765100671141,2.0809919966346975,0.5621189181517869,0.23572233351980404,0.8734707346888317,6063,0.5462642256308758
B_high_surprisal_weak_seed9,19,0.5877,0.6425925925925926,0.45838926174496647,2.0868278600093446,0.5709295478339264,0.22941316432654726,0.9038682118731287,6143,0.5214064789190949
B_high_surprisal_weak_seed9,20,0.5922,0.6437321937321937,0.4708053691275168,2.0396702234138733,0.5709295478339264,0.23572233351980404,0.8794767587490292,6069,0.5266106442577031
