condition,generation,acc_all,acc_head,acc_tail,diversity_entropy,median_surprisal_test,p10_surprisal_test,p90_surprisal_test,n_synth_filtered,n_synth_accumulated,synthetic_label_error,agreement_rate
J_ensemble_naive_seed8,0,0.5618,0.6111111111111112,0.44563758389261743,,0.9315637954032523,0.4198572532257799,1.2575473182603443,0,0,,
J_ensemble_naive_seed8,1,0.5242,0.5866096866096866,0.37718120805369126,2.1323716957940078,0.557827344223951,0.15352661195732012,0.9657778420580064,5000,5000,0.4282,0.5204
J_ensemble_naive_seed8,2,0.5053,0.5678062678062679,0.3580536912751678,2.1155209952326586,0.4108239358766425,0.10795296269382412,0.8443733949752266,5000,10000,0.4796,0.72525
J_ensemble_naive_seed8,3,0.4985,0.5601139601139601,0.35335570469798655,2.1085672324632534,0.32861632147138525,0.08420240151682784,0.7797278878740542,5000,15000,0.4856,0.76265
J_ensemble_naive_seed8,4,0.4922,0.5544159544159544,0.34563758389261745,2.1068069344372007,0.28249179124071117,0.07680058841461372,0.7358381305257878,5000,20000,0.5094,0.7891
J_ensemble_naive_seed8,5,0.4858,0.5467236467236467,0.3422818791946309,2.106621698434116,0.25343708258300685,0.07122657041237902,0.6954023588941299,5000,25000,0.5086,0.80015
J_ensemble_naive_seed8,6,0.4806,0.5428774928774929,0.3338926174496644,2.104888158822943,0.2234364735840801,0.0661678087625394,0.6685625921977871,5000,30000,0.4996,0.81695
J_ensemble_naive_seed8,7,0.4763,0.5364672364672365,0.3345637583892617,2.1074762393535855,0.20600072084970117,0.06056975748023768,0.644340038199411,5000,35000,0.5172,0.8201
J_ensemble_naive_seed8,8,0.4731,0.5339031339031339,0.32986577181208054,2.096921007728654,0.19622618973636297,0.06530310164322169,0.6177231127738141,5000,40000,0.5164,0.8335
J_ensemble_naive_seed8,9,0.4728,0.5343304843304844,0.3278523489932886,2.0974194258035563,0.17708750099253,0.056209005640233754,0.5953144541847214,5000,45000,0.5314,0.8356
J_ensemble_naive_seed8,10,0.4712,0.5324786324786325,0.3268456375838926,2.1008311220833873,0.17559045419757457,0.05447544177103483,0.5761663754694253,5000,50000,0.5256,0.83775
J_ensemble_naive_seed8,11,0.4676,0.5276353276353276,0.3261744966442953,2.092654797848403,0.17225538551525332,0.052477958068478894,0.5650378280726429,5000,50000,0.538,0.84115
J_ensemble_naive_seed8,12,0.4665,0.5264957264957265,0.3251677852348993,2.0862906763309357,0.16642763956534207,0.05205585417700673,0.5645283556704643,5000,50000,0.5352,0.84795
J_ensemble_naive_seed8,13,0.4662,0.5262108262108263,0.32483221476510066,2.0924005627912505,0.1601755534832223,0.05349013398510233,0.5426191344826994,5000,50000,0.5306,0.85075
J_ensemble_naive_seed8,14,0.4648,0.524074074074074,0.3251677852348993,2.0942345160806632,0.15828607808690437,0.04989711490573433,0.532637008882845,5000,50000,0.5306,0.8537
J_ensemble_naive_seed8,15,0.4624,0.5223646723646723,0.32114093959731543,2.098249627569898,0.15525435827447703,0.05430564564927786,0.5357136296552174,5000,50000,0.5222,0.8558
J_ensemble_naive_seed8,16,0.4612,0.5213675213675214,0.3194630872483222,2.0909094621035784,0.14908171985825813,0.050720762506565,0.518617456792187,5000,50000,0.5342,0.85325
J_ensemble_naive_seed8,17,0.4614,0.5213675213675214,0.3201342281879195,2.0857909079184838,0.1522566105074718,0.04737186436558218,0.5088551224248231,5000,50000,0.5298,0.85365
J_ensemble_naive_seed8,18,0.4601,0.5198005698005698,0.3194630872483222,2.088483435953377,0.14734076988450562,0.050752238336864895,0.5014295726691733,5000,50000,0.541,0.8639
J_ensemble_naive_seed8,19,0.4589,0.5182336182336182,0.31912751677852347,2.0875867774653543,0.1403933552136033,0.045329347676048584,0.49188658742341074,5000,50000,0.534,0.8522
J_ensemble_naive_seed8,20,0.4565,0.5168091168091168,0.3144295302013423,2.095805468072354,0.13764317647839036,0.04667626363260626,0.4777012439681404,5000,50000,0.5476,0.8665
