condition,generation,acc_all,acc_head,acc_tail,diversity_entropy,median_surprisal_test,p10_surprisal_test,p90_surprisal_test,n_synth_filtered,synthetic_label_error
A_no_filter_weak_seed3,0,0.5625,0.6032763532763533,0.4664429530201342,,0.8567834645901004,0.3664911015650646,1.1978983532140843,0,
A_no_filter_weak_seed3,1,0.5688,0.6086894586894587,0.4748322147651007,2.1644044680417123,0.510825623764324,0.1335313926233798,0.8855190732049772,20000,0.4304
A_no_filter_weak_seed3,2,0.5692,0.6048433048433048,0.48523489932885905,2.1584173766123285,0.478035800941387,0.11653381625482795,0.8794767587490292,20000,0.4242
A_no_filter_weak_seed3,3,0.5598,0.6022792022792023,0.4597315436241611,2.1546566560077194,0.45807505837888085,0.11372876532722254,0.8556661100553674,20000,0.43345
A_no_filter_weak_seed3,4,0.5568,0.6008547008547008,0.45302013422818793,2.1648145662021627,0.446287102626857,0.10536051565671518,0.8498009906029831,20000,0.4293
A_no_filter_weak_seed3,5,0.5489,0.59002849002849,0.4520134228187919,2.152196789943569,0.44238846221120587,0.09156719352439464,0.8439700702922034,20000,0.43555
A_no_filter_weak_seed3,6,0.5488,0.5907407407407408,0.45,2.155708134834065,0.42886352793733595,0.1025865887739931,0.8439700702922034,20000,0.43605
A_no_filter_weak_seed3,7,0.551,0.5992877492877493,0.437248322147651,2.161689029435906,0.41551544396015067,0.09431067947014242,0.8439700702922034,20000,0.44035
A_no_filter_weak_seed3,8,0.5468,0.5974358974358974,0.42751677852348996,2.1536921553164348,0.4193105149286966,0.09431067947014242,0.8381729526078909,20000,0.4533
A_no_filter_weak_seed3,9,0.5435,0.5866096866096866,0.4419463087248322,2.1558585744260417,0.41551544396015067,0.08883121370552283,0.8439700702922034,20000,0.4465
A_no_filter_weak_seed3,10,0.5456,0.5863247863247864,0.44966442953020136,2.1495539894582496,0.4193105149286966,0.08883121370552283,0.8324092478911541,20000,0.44175
A_no_filter_weak_seed3,11,0.5466,0.5853276353276353,0.45536912751677855,2.1515228011536105,0.4004775665956327,0.08066790306637082,0.8209805520675575,20000,0.4453
A_no_filter_weak_seed3,12,0.5374,0.5723646723646724,0.45503355704697984,2.151933470399413,0.3930425881081257,0.09156719352439464,0.8381729526078909,20000,0.4486
A_no_filter_weak_seed3,13,0.5374,0.5756410256410256,0.44731543624161074,2.1573895967866883,0.385662480810514,0.09431067947014242,0.8209805520675575,20000,0.45015
A_no_filter_weak_seed3,14,0.5367,0.5807692307692308,0.43288590604026844,2.154562213027611,0.39675316750465595,0.08883121370552283,0.8324092478911541,20000,0.4503
A_no_filter_weak_seed3,15,0.5369,0.5827635327635328,0.42885906040268457,2.154424902653218,0.37833644071845185,0.08883121370552283,0.8209805520675575,20000,0.4483
A_no_filter_weak_seed3,16,0.5271,0.5690883190883191,0.42818791946308726,2.158704286157919,0.38199275192155707,0.09706171284202933,0.8266785731821823,20000,0.4546
A_no_filter_weak_seed3,17,0.5227,0.5683760683760684,0.41510067114093957,2.1535913849107446,0.3746934494399562,0.08610269905232185,0.815314814531893,20000,0.4645
A_no_filter_weak_seed3,18,0.5234,0.5648148148148148,0.42583892617449665,2.150781342154243,0.38199275192155707,0.09156719352439464,0.815314814531893,20000,0.46785
A_no_filter_weak_seed3,19,0.5157,0.5603988603988604,0.4104026845637584,2.148621004237734,0.37106368138938284,0.08066790306637082,0.8096809968136497,20000,0.47345
A_no_filter_weak_seed3,20,0.5173,0.5615384615384615,0.41308724832214766,2.1516295018459193,0.3674470409191995,0.08066790306637082,0.7985076962155494,20000,0.4741
